,Primary_Key,DC_Real_Property_ID,Property_Name,Reporting_Year,Report_Status,Address_of_Record,Owner_of_Record,Ward,City,State,Postal_Code,Year_Built,Primary_Property_Type_Self_Selected,Primary_Property_Type_EPA_Calculated,Tax_Record_Floor_Area,Recorded_Building_Gross_Floor_Area,Energy_Star_Score,Site_EUI_KBTU_Ft,Weather_Normalized_Site_EUI_KBTU_Ft,Source_EUI_KBTU_Ft,Weather_Normalized_Source_EUI_KBTU_Ft,Total_GHG_Emissions_Metric_Tons_CO2e,Total_GHG_Emissions_Intensity_Kg_CO2e_Ft,Water_Use_All_Water_Sources_Kgal,Electricity_Use_Grid_Kwh,Natural_Gas_Use_Therms,Latitude,Longitude
544,PM3636028,0628_0859,Capital Plaza,2017,Incomplete Report,0035 E ST NW,CAPITAL PLAZA PROPERTIES LLC,6.0,WASHINGTON,DC,20001.0,1949,Multifamily Housing,Multifamily Housing,82478.0,58300.0,69,96.2,105.2,158.5,166.6,390.6,6.7,3314.9,470523.3,40018.72152,38.89639431,-77.01060065
549,PM4178751,3040_0126,Park Morton,2017,Data Under Review by DOEE,610 MORTON ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,1.0,WASHINGTON,DC,20010.0,1960,Multifamily Housing,Multifamily Housing,,134100.0,29,100.7,109.4,158.8,167.1,914.3,6.8,10483.9,996989.9,101083.0005,38.931853600000004,-77.02144659
553,PM3686127,5440_0805,Stoneridge I,2017,In Compliance,0310 - 0354 ANACOSTIA RD SE,SOUSA ASSOCIATES LTD ASSOCIATES,7.0,WASHINGTON,DC,20019.0,1970,Multifamily Housing,Multifamily Housing,109280.0,93828.0,26,86.8,90.7,159.7,161.8,610.5,6.5,6423.0,901522.6,50695.546819999996,38.88523527,-76.95404534
560,PM4007727,2663_0845,2445 15th St NW,2017,In Compliance,2445 15TH ST NW,THE DUNKIN-MAXWELL COMPANY,1.0,WASHINGTON,DC,20009.0,1937,Multifamily Housing,Multifamily Housing,63023.0,63023.0,27,82.2,87.4,161.3,163.7,405.9,6.4,2385.8,663518.0,29137.60012,38.92285743,-77.03495498
563,PM2791015,0502_0184,"Tiber Island Cooperative Homes, Inc.",2017,In Compliance,0461 N ST SW,TIBER ISLAND COOPERATIVE HOMES,6.0,WASHINGTON,DC,20024.0,1964,Multifamily Housing,Multifamily Housing,315832.0,315832.0,24,79.4,85.5,161.6,166.0,2015.8,6.4,13455.2,3467225.4,132436.7234,38.876056899999995,-77.01806073
582,PM3531644,0472_0128,Waterside Towers,2017,Incomplete Report,0901 - 0947 6TH ST SW,TODD S DECKELBAUM TRUSTEE,6.0,WASHINGTON,DC,20024.0,1970,Multifamily Housing,Multifamily Housing,1037766.0,381600.0,17,90.6,97.4,164.4,169.2,2567.3,6.7,22938.8,3703830.0,219420.9935,38.87901539,-77.02028987
586,PM4097131,0282_0010,Horizon House,2017,Data Under Review by DOEE,1150 12TH STREET NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,2.0,WASHINGTON,DC,20005.0,1964,Mixed Use Property,Multifamily Housing,,105370.0,45,88.1,95.1,165.1,170.9,704.9,6.7,6749.7,1072553.8,56278.00234,38.905198999999996,-77.0283
587,PM4178741,5356_0109,Benning Terrace,2017,Data Under Review by DOEE,0641 - 0645 46TH ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7.0,WASHINGTON,DC,20019.0,1960,Multifamily Housing,Multifamily Housing,,274781.0,34,97.4,105.3,165.2,173.2,1899.7,6.9,27452.8,2426722.8,184723.0147,38.88057446,-76.93744853
593,PM4007389,0209_0929,The DeSoto,2017,In Compliance,1445 P ST NW,METRO MARKET LLC,2.0,WASHINGTON,DC,20005.0,2004,Multifamily Housing,Multifamily Housing,57992.0,57992.0,32,73.1,72.3,165.8,163.4,367.9,6.3,5008.2,724259.9,17662.45489,38.90981955,-77.03349768
598,PM4178750,2718_0847,Colorado,2017,Data Under Review by DOEE,5336 COLORADO AVE NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,4.0,WASHINGTON,DC,20011.0,1923,Multifamily Housing,Multifamily Housing,,17755.0,4,52.9,55.6,166.2,174.7,104.3,5.9,1202.1,275435.0,,38.95540883,-77.03461929
605,PM3533286,2035_0004,Ellicott House,2017,Incomplete Report,4849 CONNECTICUT AVE NW,ELLICOTT OWNER LLC,3.0,WASHINGTON,DC,20008.0,1974,Multifamily Housing,Multifamily Housing,319415.0,206304.0,5,88.2,94.4,167.1,171.8,1392.0,6.7,12957.0,2154632.7,108535.4991,38.95290607,-77.06819533
606,PM4097151,3070_0095,LeDroit,2017,Data Under Review by DOEE,2125 4TH ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,1.0,WASHINGTON,DC,20001.0,1965,Multifamily Housing,Multifamily Housing,,83706.0,46,96.4,104.8,167.5,175.2,582.1,7.0,7746.8,778850.0,54087.000739999996,38.91922875,-77.01740567
607,PM4097164,1874_0061,Regency House,2017,Data Under Review by DOEE,5201 CONNECTICUT AVE NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,3.0,WASHINGTON,DC,20015.0,1964,Multifamily Housing,Multifamily Housing,,113486.0,22,94.6,101.2,167.6,172.5,784.4,6.9,10805.6,1086987.9,70225.99849,38.95788878,-77.07112557
608,PM4767963,2549_0877,1841 Columbia Road,2017,In Compliance,1841 COLUMBIA RD NW,UIP 1841 COLUMBIA ROAD LLC,1.0,WASHINGTON,DC,20009.0,1930,Multifamily Housing,Multifamily Housing,120650.0,120650.0,21,84.0,84.7,167.6,166.9,803.4,6.7,4686.8,1344199.2,55472.856420000004,38.92161005,-77.04376851
625,PM4066862,5147_0081,Glendale Plaza Apartments,2017,Incomplete Report,4651 NANNIE HELEN BURROUGHS AVE NE,CIH GLENDALE PLAZA LP,7.0,WASHINGTON,DC,20019.0,1970,Multifamily Housing,Multifamily Housing,77767.0,77767.0,5,92.9,97.3,170.7,173.2,541.1,7.0,6016.6,796923.4,45085.86777,38.89856082,-76.93425438
639,PM3984616,2667_0847,Claypoole Courts,2017,In Compliance,1408 - 1432 GIRARD ST NW,PARCEL FIVE ASSOCIATES,1.0,WASHINGTON,DC,20009.0,1898,Multifamily Housing,Multifamily Housing,71013.0,71013.0,56,54.9,52.7,172.4,165.4,432.5,6.1,5491.2,1142583.7,,38.92522957,-77.03307789
640,PM4178747,5423_0020,Stoddert Terrace,2017,Data Under Review by DOEE,0241 - 0253 37TH PL SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7.0,WASHINGTON,DC,20019.0,1960,Multifamily Housing,Multifamily Housing,,177520.0,35,102.1,110.8,172.6,180.3,1283.7,7.2,17015.9,1626374.8,125781.9982,38.88605299,-76.95207637
641,PM4897677,2688_0043,Hubbard Place,2017,In Compliance,3500 14TH ST NW,CAVALIER APARTMENTS LP,1.0,WASHINGTON,DC,20010.0,1927,Multifamily Housing,Multifamily Housing,235994.0,235994.0,9,63.3,63.8,173.2,173.7,1490.4,6.3,15492.4,3529980.3,29054.93175,38.93462524,-77.0331782
659,PM4178753,1023_0123,Hopkins Apartment,2017,Data Under Review by DOEE,1025 13TH ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6.0,WASHINGTON,DC,20003.0,1960,Multifamily Housing,Multifamily Housing,,140276.0,14,103.7,110.5,175.8,181.8,1032.3,7.4,11653.2,1317962.8,100437.0006,38.87778084,-76.98854221
664,PM3500430,5871_0869,Washington View Assoc3,2017,In Compliance,2627 - 2653 STANTON RD SE,WASHINGTON VIEW ASSOCIATES LLC,8.0,WASHINGTON,DC,20020.0,1967,Multifamily Housing,Multifamily Housing,127736.0,127736.0,38,114.9,123.4,176.3,182.7,976.0,7.6,7008.6,997119.1,112692.819,38.85832161,-76.98885518
670,PM4476473,0776_4111,360 H Street Apartments,2017,In Compliance,300 - 380 H ST NE,3RD_H STREET CONDO,6.0,WASHINGTON,DC,20002.0,2013,Multifamily Housing,Multifamily Housing,282163.0,206574.0,28,56.5,56.5,177.3,177.3,1294.1,6.3,3750.1,3419160.3,,38.90043782,-77.00077986
681,PM4097096,0281_0047,Claridge Towers,2017,Data Under Review by DOEE,1221 M ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,2.0,WASHINGTON,DC,20005.0,1967,Multifamily Housing,Multifamily Housing,,198000.0,28,98.0,109.4,179.0,189.3,1447.4,7.3,14126.2,2112189.5,121998.0045,38.90586055,-77.02881983
686,PM6649921,0743N_0076,Onyx on First,2017,In Compliance,1100 1ST ST SE,ONYX ACQUISITION LLC,6.0,WASHINGTON,DC,20003.0,2008,Multifamily Housing,Multifamily Housing,238094.0,224857.0,5,75.6,76.5,180.6,180.5,1529.4,6.8,6009.7,3812610.7,39816.504839999994,38.87720645,-77.00554142
697,PM4342053,5084_0300,Benning Woods,2017,In Compliance,0130 - 0138 42ND ST NE,L E HORNING,7.0,WASHINGTON,DC,20019.0,1968,Multifamily Housing,Multifamily Housing,73698.0,50796.0,43,107.6,116.2,182.6,189.4,388.2,7.6,4195.7,495538.3,37774.07757,38.89168642,-76.94291618
717,PM4178757,3521_0099,Lincoln Road,2017,Data Under Review by DOEE,0011 R ST NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,5.0,WASHINGTON,DC,20002.0,1900,Multifamily Housing,Multifamily Housing,,22813.0,2,107.4,115.5,185.8,193.9,176.3,7.7,192.2,233668.0,16533.998730000003,38.91238585,-77.00840595
732,PM4097142,5726_0026,Knox Hill,2017,Data Under Review by DOEE,3111 KNOX ST SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,8.0,WASHINGTON,DC,20020.0,1987,Multifamily Housing,Multifamily Housing,,76420.0,6,77.2,80.9,188.2,192.5,539.9,7.1,4596.8,1148506.8,19807.00007,38.85226939,-76.96921205
735,PM3990212,2967_0077,Walter Reed Apartments,2017,In Compliance,6939 GEORGIA AVE NW,WALTER REED APART LTD,4.0,WASHINGTON,DC,20012.0,1965,Multifamily Housing,Multifamily Housing,59616.0,59616.0,17,107.5,113.0,189.0,193.0,465.9,7.8,5233.7,636031.7,42387.18463,38.97494417,-77.02648732
743,PM4097171,0620_0247,Sibley Plaza Senior,2017,Data Under Review by DOEE,1140 NORTH CAPITOL ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6.0,WASHINGTON,DC,20001.0,1968,Multifamily Housing,Multifamily Housing,,196645.0,1,109.3,116.9,191.0,196.8,1555.9,7.9,23083.4,2101928.7,143147.0022,38.90473934,-77.01011548
745,PM3996319,2693_0042,Twin Oaks Apartments,2017,In Compliance,3800 14TH ST NW,TWIN OAKS LLC,4.0,WASHINGTON,DC,20011.0,1920,Multifamily Housing,Multifamily Housing,97377.0,97377.0,30,133.3,140.7,191.6,198.0,828.4,8.5,10389.4,704787.2,105734.4743,38.93824847,-77.03350133
746,PM4097099,4325_0020,Fort Lincoln,2017,Data Under Review by DOEE,3400 BANNEKER DRIVE NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,5.0,WASHINGTON,DC,20018.0,1971,Multifamily Housing,Multifamily Housing,,62664.0,27,86.6,89.9,191.6,193.7,462.9,7.4,4854.9,884628.8,24108.998509999998,38.92806807,-76.96093837
752,PM4178746,5236_0103,Richardson dwellings,2017,Data Under Review by DOEE,5353 - 5375 CLAY TR NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7.0,WASHINGTON,DC,20019.0,1953,Multifamily Housing,Multifamily Housing,,195956.0,12,127.0,139.3,193.1,206.0,1645.3,8.4,24888.4,1642131.8,192748.0092,38.89382312,-76.92383885
766,PM4097135,0211_0856,James Apartments,2017,Data Under Review by DOEE,1425 N ST NW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,2.0,WASHINGTON,DC,20005.0,1960,Multifamily Housing,Multifamily Housing,,101376.0,7,100.5,105.5,195.1,198.9,792.4,7.8,5795.2,1272652.8,58488.99838,38.90750795,-77.03309918
768,PM3984355,3501_0125,Franklin Commons,2017,In Compliance,0101 - 0125 FRANKLIN ST NE,FRANKLIN COMMONS LTD,5.0,WASHINGTON,DC,20002.0,1983,Multifamily Housing,Multifamily Housing,55860.0,55860.0,17,62.3,59.9,195.5,188.0,385.8,6.9,4099.5,1019165.6,,38.92597678,-77.00408239
779,PM4178740,5743_0155,Woodland Terrace,2017,Data Under Review by DOEE,2351 - 2373 AINGER PL SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,8.0,WASHINGTON,DC,20020.0,1964,Multifamily Housing,Multifamily Housing,,277729.0,8,122.3,132.4,197.7,206.2,2336.0,8.4,23711.7,2697399.7,247583.9905,38.85698073,-76.97292320000001
797,PM4178756,PAR01600036,Langston Terrace,2017,Data Under Review by DOEE,0661 - 0667 24TH ST NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,5.0,WASHINGTON,DC,20002.0,1937,Multifamily Housing,Multifamily Housing,,183854.0,31,125.0,137.1,202.8,215.5,1584.5,8.6,16095.8,1844457.9,166877.0055,38.89875225,-76.9735166
806,PM3920134,0431_0013,The Lansburgh,2017,In Compliance,425 8TH ST NW,THE LANSBURGH,2.0,WASHINGTON,DC,20004.0,1993,Multifamily Housing,Multifamily Housing,507385.0,507385.0,4,74.9,74.9,206.6,206.6,3814.4,7.5,16941.5,9104371.1,69373.3478,38.89583931,-77.02217894
840,PM4178755,4486_0007,Langston Addition,2017,Data Under Review by DOEE,2136 - 2146 H ST NE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,5.0,WASHINGTON,DC,20002.0,1965,Multifamily Housing,Multifamily Housing,,38320.0,6,138.0,150.3,216.6,229.4,356.9,9.3,4119.5,385409.9,39739.00076,38.90036336,-76.9725882
842,PM3991512,0036_1489,West End Residences,2017,In Compliance,1221 24TH ST NW,WEST END RESIDENCES,2.0,WASHINGTON,DC,20037.0,2011,Multifamily Housing,Multifamily Housing,69225.0,67540.0,4,93.6,97.2,217.0,221.7,557.7,8.3,3281.6,1124774.2,24838.79965,38.90573626,-77.05112599
852,PM4013976,0008_0809,Watergate west,2017,In Compliance,2700 VIRGINIA AV NW,WATERGATE WEST INC,2.0,WASHINGTON,DC,20037.0,1965,Multifamily Housing,Multifamily Housing,307722.0,307722.0,1,143.0,143.0,220.4,220.4,2935.6,9.5,29053.2,3034216.3,336465.9265,38.90004224,-77.05626994
858,PM4097123,0597_0829,Greenleaf Senior,2017,Data Under Review by DOEE,1200 DELAWARE AV SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6.0,WASHINGTON,DC,20024.0,1959,Multifamily Housing,Multifamily Housing,,196736.0,3,117.6,117.5,221.7,221.7,1763.3,9.0,27289.7,2711404.6,138770.9831,38.87593978,-77.0132603
884,PM4189033,0542_4054,Town Center-SV,2017,In Compliance,1001 3RD ST SW,WATERFRONT TOWER NORTH,6.0,WASHINGTON,DC,20024.0,2012,Multifamily Housing,Multifamily Housing,84328.0,102743.0,2,130.2,143.9,229.3,239.6,973.5,9.5,6004.1,1334042.6,88210.17365,38.87784827,-77.01568336
897,PM4546379,0181_0876,The Drake,2017,Data Under Review by DOEE,1355 17TH ST NW,TRUSTEES OF FIRST BAPTIST CHURCH OF THE CITY OF WASHINGTON,2.0,WASHINGTON,DC,20036.0,2015,Multifamily Housing,Multifamily Housing,105282.0,121261.0,5,89.7,90.4,235.9,236.5,1053.1,8.7,4768.6,2408617.3,26636.6948,38.90849189,-77.03823698
904,PM4859372,6271_0807,Gardens at Wingate,2017,Incomplete Report,0070 - 0116 GALVESTON ST SW,WINGATE PROPERTIES LLC,8.0,WASHINGTON,DC,20032.0,1965,Multifamily Housing,Multifamily Housing,205928.0,223196.0,4,154.2,160.1,240.2,245.7,2311.2,10.4,10990.6,2448734.7,260644.7476,38.8232777,-77.00773043
921,PM4178739,5672_0099,Villager,2017,Data Under Review by DOEE,3810 SOUTHERN AVE SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7.0,WASHINGTON,DC,20020.0,1949,Multifamily Housing,Multifamily Housing,,13740.0,1,160.8,175.0,253.8,266.7,149.6,10.9,2565.8,163557.0,16516.99858,38.86189255,-76.94995514
935,PM4178733,0597_0100,Greenleaf Family,2017,Data Under Review by DOEE,203 N ST SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6.0,WASHINGTON,DC,20024.0,1959,Multifamily Housing,Multifamily Housing,,115323.0,1,148.3,158.8,259.3,267.6,1239.0,10.7,23241.2,1674598.7,113928.9964,38.87506067,-77.01391563
950,PM4019461,0054_0841,Residences on the Avenue,2017,Data Under Review by DOEE,2200 PENNSYLVANIA AVE NW,GEORGE WASHINGTON UNIVERSITY,2.0,WASHINGTON,DC,20052.0,2011,Multifamily Housing,Multifamily Housing,499000.0,396876.0,5,88.9,89.0,266.4,264.3,3774.7,9.5,15682.0,9632506.4,24250.69545,38.90194436,-77.04912731
953,PM4842518,0205_0847,The Louis at 14th (Whole-Building),2017,In Compliance,1914-1926  14TH ST NW,THE LOUIS DC RESIDENTIAL LLC,2.0,WASHINGTON,DC,20009.0,2013,Multifamily Housing,Multifamily Housing,269670.0,178277.0,34,93.6,95.8,268.9,271.2,1728.0,9.7,5375.0,4265032.7,21413.836209999998,38.91645545,-77.032225
967,PM4007057,4396_0154,Parkway Plaza - 3,2017,Incomplete Report,1835 - 1855 24TH ST NE,PARKWAY PLAZA ASSOCIATES LLC,5.0,WASHINGTON,DC,20002.0,1964,Multifamily Housing,Multifamily Housing,64366.0,64365.0,1,170.9,187.8,282.4,295.9,767.6,11.9,6714.8,929532.5,78273.97412,38.91523615,-76.97037990000001
997,PM5786643,0771_0813,Twelve12,2017,Incomplete Report,1212  4TH ST SE,FC 1212 LLC,6.0,WASHINGTON,DC,20003.0,2014,Multifamily Housing,Multifamily Housing,83912.0,331165.0,7,124.5,125.7,345.5,346.7,4157.5,12.6,5153.8,9974046.3,71981.80304,38.87510438,-77.00012882
1013,PM4104309,2661_0862,Adams-Garden Towers,2017,Data Under Review by DOEE,2325 15TH ST NW,ADAMS GARDEN TOWERS LLC,1.0,WASHINGTON,DC,20009.0,1937,Multifamily Housing,Multifamily Housing,54613.0,49888.0,1,207.5,212.6,493.4,491.9,930.1,18.6,2741.1,1927507.7,37765.85094,38.92086433,-77.0346777
1028,PM4006431,6201_0027,Madison Courts,2017,Incomplete Report,0002 - 0032 CHESAPEAKE ST SW,CHESAPEAKE PRESERVATION LLC,8.0,WASHINGTON,DC,20032.0,1944,Multifamily Housing,Multifamily Housing,61642.0,61642.0,1,318.9,327.1,795.7,804.4,1830.1,29.7,5523.9,3983669.9,60675.77381,38.82887868,-77.00795766
1037,PM3679816,0449_0059,McCollough Paradise Gardens Apartments,2016,In Compliance,1107 7TH ST NW,BISHOP S C MADISON TRUSTEE,6.0,WASHINGTON,DC,20001.0,1984,Multifamily Housing,Multifamily Housing,232208.0,235784.0,100,3.9,3.9,9.1,9.2,83.6,0.4,10789.9,166750.0,3453.516123,38.90548482,-77.02065954
1040,PM4178732,0594_0069,Greenleaf Extension,2016,Data Under Review by DOEE,1124 3RD ST SW,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,6.0,WASHINGTON,DC,20024.0,1965,Multifamily Housing,Multifamily Housing,,35992.0,100,12.1,12.4,19.9,20.0,30.3,0.8,757.0,36563.0,3097.000072,38.87675727,-77.01494602
1042,PM5047441,0914_0054,Capital East Apartment (518),2016,In Compliance,518 9TH ST NE,CAPITAL EAST PARTNERS LLC,6.0,WASHINGTON,DC,20002.0,1927,Multifamily Housing,Multifamily Housing,54781.0,54781.0,100,12.0,11.6,32.9,31.8,67.7,1.2,2134.9,156054.0,1244.800029,38.89671308,-76.99399083
1044,PM2929580,0619_0176,Tyler House Associates 95 LP,2016,In Compliance,1200 NORTH CAPITOL ST NW,TYLER HOUSE ASSOCIATES 95 L.P.,6.0,WASHINGTON,DC,20002.0,1969,Multifamily Housing,Multifamily Housing,325984.0,325984.0,100,11.7,11.7,36.8,36.8,438.4,1.3,20508.9,1120412.8,,38.90640315,-77.00943607
1045,PM5047406,0914_0055,Capital East Apartment,2016,In Compliance,816 E ST NE,CAPITAL EAST PARTNERS LLC,6.0,WASHINGTON,DC,20002.0,1927,Multifamily Housing,Multifamily Housing,55178.0,55178.0,100,13.3,12.9,36.8,35.3,76.1,1.4,2693.0,176248.0,1349.999985,38.8964305,-76.99412723
1046,PM3513627,0189_0060,Northumberland Apartments Inc,2016,In Compliance,2039 NEW HAMPSHIRE AVE NW,NORTHUMBERLAND APARTMENTS INC,1.0,WASHINGTON,DC,20009.0,1909,Multifamily Housing,Multifamily Housing,104390.0,104390.0,100,20.9,20.7,40.8,40.0,170.2,1.6,1846.1,329272.3,10617.396659999999,38.9178766,-77.03537261
1047,PM4369058,0673_0849,Camden NoMa,2016,In Compliance,0060  L ST NE,NOMA DEVELOPMENT LLC,6.0,WASHINGTON,DC,20002.0,2015,Multifamily Housing,Multifamily Housing,392293.0,398500.0,100,17.8,18.1,42.8,43.1,659.4,1.7,7206.7,1349150.9,24755.20557,38.90399562,-77.00753961
1050,PM4178742,5422_0017,Fort Dupont,2016,Data Under Review by DOEE,155 RIDGE RD SE,DISTRICT OF COLUMBIA HOUSING AUTHORITY ,7.0,WASHINGTON,DC,20019.0,1940,Multifamily Housing,Multifamily Housing,,231517.0,100,27.1,27.5,49.2,49.1,466.5,2.0,7224.7,673969.9,39807.00503,38.8860347,-76.94971264
1052,PM3986543,0156_0034,Cavanaugh Court,2016,In Compliance,1526 17TH ST NW,CAVANAUGH COURT OWNERS,2.0,WASHINGTON,DC,20036.0,1916,Multifamily Housing,Multifamily Housing,53765.0,50000.0,100,39.5,41.6,55.6,57.9,124.5,2.5,1602.1,99023.0,16378.678569999998,38.91063381,-77.03875939
1053,PM4450854,2537_0300,2101 Connecticut Ave Coop,2016,In Compliance,2101 CONNECTICUT AVE NW,2101 CONNECTICUT AVENUE,1.0,WASHINGTON,DC,20008.0,1928,Multifamily Housing,Multifamily Housing,236646.0,236646.0,100,37.2,38.8,56.9,57.9,591.8,2.5,3384.0,590253.9,67941.74094,38.91837919,-77.04706904
1055,PM4008449,PAR00880360,1418-1424 Somerset Pl NW,2016,In Compliance,1418 - 1424 SOMERSET PL NW,WILLIS LP,4.0,WASHINGTON,DC,20011.0,1940,Multifamily Housing,Multifamily Housing,50048.0,50048.0,100,43.3,45.4,59.8,62.0,136.3,2.7,2355.2,100804.5,18239.53111,38.96665591,-77.03431402
1056,PM4005338,2210_0007,Connecticut Plaza,2016,In Compliance,2331 CATHEDRAL AVE NW,CATHCONN ASSOCIATES LP,3.0,WASHINGTON,DC,20008.0,1926,Multifamily Housing,Multifamily Housing,54786.0,54786.0,100,25.5,25.6,60.0,60.2,127.7,2.3,1628.1,255236.0,5247.253649,38.92821539,-77.05334522
1057,PM4019559,0178_0092,"Rutland Court Owners, Inc.",2016,In Compliance,1725 17TH ST NW,RUTLAND COURT OWNERS INC,2.0,WASHINGTON,DC,20009.0,1917,Multifamily Housing,Multifamily Housing,86244.0,86244.0,100,42.3,43.6,60.8,61.5,232.6,2.7,206745.1,236430.4,28413.79278,38.91356665,-77.03795017
1058,PM4371703,2868_0820,Clifton Terrace L P,2016,In Compliance,1312 - 1350 CLIFTON ST NW,CLIFTON TERRACE L P,1.0,WASHINGTON,DC,20009.0,1916,Multifamily Housing,Multifamily Housing,111224.0,111224.0,100,19.5,20.0,61.3,62.9,249.0,2.2,9305.3,636452.1,,38.92211165,-77.03081845
1059,PM3500299,2586_0813,Ontario Owners Inc.,2016,In Compliance,2853 ONTARIO RD NW,ONTARIO OWNERS INC,1.0,WASHINGTON,DC,20009.0,1905,Multifamily Housing,Multifamily Housing,198381.0,198381.0,97,46.0,47.7,63.1,64.3,570.9,2.9,3995.9,411992.0,77142.02841,38.92594557,-77.04207417
1060,PM4218479,0179_0812,Barclay II,2016,In Compliance,1616 16TH ST NW,VAN MATRE BARCLAY APARTMENTS LLC,2.0,WASHINGTON,DC,20009.0,1924,Multifamily Housing,Multifamily Housing,53532.0,53532.0,100,20.7,20.3,63.3,62.1,124.3,2.3,2834.9,312076.2,413.23178239999993,38.911736299999994,-77.03695450000001
1061,PM5778270,0699N_0823,Parc Riverside,2016,In Compliance,1011  1ST ST SE,TOLL DC LP,6.0,WASHINGTON,DC,20003.0,2014,Multifamily Housing,Multifamily Housing,263354.0,156000.0,100,20.5,20.5,64.5,64.5,367.5,2.4,7254.9,939109.9,,38.87818293,-77.0061364
1062,PM4005427,2210_0011,Connecticut Plaza,2016,In Compliance,2915 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3.0,WASHINGTON,DC,20008.0,1927,Multifamily Housing,Multifamily Housing,60596.0,60596.0,100,29.6,29.9,64.6,64.9,155.2,2.6,1140.9,285059.0,8217.6578,38.92867158,-77.05410384
1064,PM6772305,0859_0838,Anthology Apartments,2016,Data Under Review by DOEE,625 H ST NE,MEPT ANTHOLOGY LLC,6.0,WASHINGTON,DC,20002.0,2015,Multifamily Housing,Multifamily Housing,285413.0,227737.0,100,24.8,24.8,66.3,66.3,552.5,2.4,1840.2,1538077.8,3926.0999939999997,38.89995189,-76.99739034
1066,PM3991763,1879_0800,Sulgrave Manor,2016,In Compliance,5130 CONNECTICUT AV NW,DOUGLASS LP,3.0,WASHINGTON,DC,20008.0,1929,Multifamily Housing,Multifamily Housing,57708.0,57708.0,99,46.2,47.9,66.6,67.8,172.5,3.0,1304.5,146275.0,21696.46771,38.95662136,-77.07119676
1067,PM3984618,2210_0010,Connecticut Plaza,2016,Data Under Review by DOEE,2901 CONNECTICUT AVE NW,CATHCONN ASSOCIATES LP,3.0,WASHINGTON,DC,20008.0,1924,Multifamily Housing,Multifamily Housing,69329.0,69329.0,99,27.4,27.5,66.7,66.8,178.3,2.6,1346.6,368972.0,6381.59147,38.92838319,-77.05379292
1068,PM4007106,3698_0012,Chillum Manor - 2,2016,In Compliance,0017 - 0023 RIGGS RD NE,CHILLUM MANOR LLC,5.0,WASHINGTON,DC,20011.0,1942,Multifamily Housing,Multifamily Housing,60779.0,60776.0,98,43.6,44.9,66.9,67.7,178.6,2.9,2633.3,179851.3,20382.76224,38.95484798,-77.0075955
1070,PM3625086,2528_0302,2000 Connecticut,2016,In Compliance,2000 CONNECTICUT AVE NW,KS 2000 CONNECTICUT LLC,2.0,WASHINGTON,DC,20008.0,1936,Multifamily Housing,Multifamily Housing,128664.0,120000.0,98,33.6,33.9,68.4,68.7,331.1,2.8,4350.8,557090.9,21289.43976,38.91704087,-77.04716745
1071,PM3075573,2608_1026,The Parkhill,2016,In Compliance,1610 PARK RD NW,BUZ PARTNERSHIP,1.0,WASHINGTON,DC,20010.0,1941,Multifamily Housing,Multifamily Housing,102238.0,122458.0,99,41.4,43.0,68.9,69.7,361.0,2.9,3254.6,437060.7,35776.18053,38.93179702,-77.03725646
1073,PM3472399,2214_0806,The Kennedy Warren  Apartments,2016,In Compliance,3133 CONNECTICUT AV,THE KLINGLE CORPORATION INC,3.0,WASHINGTON,DC,20008.0,1931,Multifamily Housing,Multifamily Housing,484056.0,443594.0,100,22.2,22.2,69.6,69.6,1090.7,2.5,18679.7,2881760.6,,38.93192924,-77.05548465
1076,PM3857670,2589_0477,Park Ellison Apartments,2016,In Compliance,1700 HARVARD ST NW,ELAINE G MILLER,1.0,WASHINGTON,DC,20009.0,1954,Multifamily Housing,Multifamily Housing,86710.0,86709.0,99,26.1,25.5,72.7,70.7,235.8,2.7,3936.5,549919.7,3886.9103649999997,38.92685779,-77.04043398
